날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,종목코드,index
2025-04-14,4400.0,4745.0,4110.0,4230.0,2136451.0,0.834326579261025,5020.0,14.79,0.84,286.0,4.73,200.0,309960,
2025-04-14,14150.0,14230.0,14060.0,14180.0,47149.0,0.2828854314002829,53693.0,4.89,0.26,2899.0,4.94,700.0,093050,
2025-04-14,61300.0,62400.0,61200.0,62400.0,88802.0,1.4634146341463417,167498.0,7.77,0.37,8032.0,4.97,3100.0,003550,
2025-04-14,8130.0,8240.0,8040.0,8150.0,968806.0,1.7478152309612984,18682.0,0.0,0.44,0.0,0.0,0.0,034220,
2025-04-14,312000.0,314000.0,310000.0,310500.0,17624.0,-0.64,324268.0,36.47,0.96,8513.0,1.13,3500.0,051900,
2025-04-14,115600.0,117000.0,113600.0,113600.0,9994.0,-1.984469370146678,0.0,0.0,0.0,0.0,3.13,3550.0,051905,
2025-04-14,337500.0,344500.0,336000.0,343000.0,192936.0,2.235469448584203,86328.0,64.88,3.97,5287.0,0.0,0.0,373220,
2025-04-14,54900.0,54900.0,53900.0,54100.0,2311.0,-0.9157509157509158,0.0,0.0,0.0,0.0,5.82,3150.0,003555,
2025-04-14,10630.0,10780.0,10590.0,10780.0,452434.0,0.4659832246039142,19711.0,7.44,0.55,1449.0,6.03,650.0,032640,
2025-04-14,144600.0,150000.0,144500.0,145800.0,292797.0,5.805515239477503,199226.0,6.1,0.73,23884.0,1.79,2610.0,011070,
2025-04-14,68900.0,69700.0,68300.0,69000.0,397316.0,1.6200294550810017,109209.0,17.45,0.63,3954.0,1.16,800.0,066570,
2025-04-14,34450.0,34900.0,34275.0,34550.0,19786.0,1.023391812865497,0.0,0.0,0.0,0.0,2.46,850.0,066575,
2025-04-14,2215.0,2255.0,2215.0,2250.0,42545.0,0.8968609865470852,7300.0,0.0,0.31,0.0,5.33,120.0,037560,
2025-04-14,224000.0,233000.0,224000.0,224500.0,184201.0,1.3544018058690745,411275.0,13.14,0.55,17086.0,1.56,3500.0,051910,
2025-04-14,108300.0,112200.0,108300.0,110100.0,31415.0,1.756007393715342,0.0,0.0,0.0,0.0,3.22,3550.0,051915,
2025-04-14,273500.0,281500.0,270000.0,281000.0,242419.0,4.074074074074074,48286.0,35.0,5.82,8028.0,0.69,1950.0,079550,
2025-04-14,1850.0,1892.0,1842.0,1874.0,146577.0,1.2972972972972971,593.0,133.86,3.16,14.0,3.2,60.0,225190,
2025-04-14,114900.0,123300.0,112900.0,120300.0,381289.0,4.790940766550523,172545.0,7.58,0.7,15881.0,1.33,1600.0,006260,
2025-04-14,170800.0,171000.0,167000.0,170600.0,174593.0,2.0334928229665072,58345.0,24.33,2.92,7012.0,1.64,2800.0,010120,
2025-04-14,3390.0,3390.0,3280.0,3345.0,341822.0,0.45045045045045046,7619.0,23.07,0.44,145.0,0.0,0.0,000680,
2025-04-14,14760.0,15250.0,14640.0,15150.0,77603.0,3.4129692832764507,4987.0,32.1,3.04,472.0,1.06,160.0,060370,
2025-04-14,10400.0,10510.0,10280.0,10440.0,130157.0,1.8536585365853657,2668.0,48.79,3.91,214.0,0.21,22.0,417200,
